DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
08/03/2026 - 08/04/2026,5112,5806.52,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,377.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5112,5806.52,National Media Fee,560000,Advertising-National,232.26,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5112,5806.52,National Media Bank Entry,217000,Accrued Royalties,0.00,232.26,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5112,5806.52,Corporate Advertising Fee,560001,Advertising-Production Fund,58.07,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5112,5806.52,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,58.07,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5127,7508.25,Royalty Fee,651000,Royalties,488.04,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5127,7508.25,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,488.04,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5127,7508.25,National Media Fee,560000,Advertising-National,300.33,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5127,7508.25,National Media Bank Entry,217000,Accrued Royalties,0.00,300.33,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5127,7508.25,Corporate Advertising Fee,560001,Advertising-Production Fund,75.08,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5127,7508.25,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,75.08,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6021,6308.58,Royalty Fee,651000,Royalties,410.06,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6021,6308.58,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,410.06,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6021,6308.58,National Media Fee,560000,Advertising-National,252.34,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6021,6308.58,National Media Bank Entry,217000,Accrued Royalties,0.00,252.34,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6021,6308.58,Corporate Advertising Fee,560001,Advertising-Production Fund,63.09,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6021,6308.58,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,63.09,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6026,7314.86,Royalty Fee,651000,Royalties,475.47,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6026,7314.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,475.47,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6026,7314.86,National Media Fee,560000,Advertising-National,292.59,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6026,7314.86,National Media Bank Entry,217000,Accrued Royalties,0.00,292.59,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6026,7314.86,Corporate Advertising Fee,560001,Advertising-Production Fund,73.15,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6026,7314.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,73.15,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6032,8160.82,Royalty Fee,651000,Royalties,530.45,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6032,8160.82,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,530.45,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6032,8160.82,National Media Fee,560000,Advertising-National,326.43,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6032,8160.82,National Media Bank Entry,217000,Accrued Royalties,0.00,326.43,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6032,8160.82,Corporate Advertising Fee,560001,Advertising-Production Fund,81.61,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6032,8160.82,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,81.61,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6037,6637.86,Royalty Fee,651000,Royalties,431.46,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6037,6637.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,431.46,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6037,6637.86,National Media Fee,560000,Advertising-National,265.51,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6037,6637.86,National Media Bank Entry,217000,Accrued Royalties,0.00,265.51,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6037,6637.86,Corporate Advertising Fee,560001,Advertising-Production Fund,66.38,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6037,6637.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,66.38,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6039,7026.17,Royalty Fee,651000,Royalties,456.70,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6039,7026.17,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,456.70,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6039,7026.17,National Media Fee,560000,Advertising-National,281.05,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6039,7026.17,National Media Bank Entry,217000,Accrued Royalties,0.00,281.05,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6039,7026.17,Corporate Advertising Fee,560001,Advertising-Production Fund,70.26,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6039,7026.17,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,70.26,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6044,7067.77,Royalty Fee,651000,Royalties,459.41,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6044,7067.77,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,459.41,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6044,7067.77,National Media Fee,560000,Advertising-National,282.71,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6044,7067.77,National Media Bank Entry,217000,Accrued Royalties,0.00,282.71,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6044,7067.77,Corporate Advertising Fee,560001,Advertising-Production Fund,70.68,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6044,7067.77,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,70.68,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6065,5593.65,Royalty Fee,651000,Royalties,363.59,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6065,5593.65,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,363.59,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6065,5593.65,National Media Fee,560000,Advertising-National,223.75,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6065,5593.65,National Media Bank Entry,217000,Accrued Royalties,0.00,223.75,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6065,5593.65,Corporate Advertising Fee,560001,Advertising-Production Fund,55.94,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6065,5593.65,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,55.94,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6067,5526.76,Royalty Fee,651000,Royalties,359.24,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6067,5526.76,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,359.24,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6067,5526.76,National Media Fee,560000,Advertising-National,221.07,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6067,5526.76,National Media Bank Entry,217000,Accrued Royalties,0.00,221.07,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6067,5526.76,Corporate Advertising Fee,560001,Advertising-Production Fund,55.27,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6067,5526.76,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,55.27,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6072,10140.05,Royalty Fee,651000,Royalties,659.10,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6072,10140.05,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,659.10,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6072,10140.05,National Media Fee,560000,Advertising-National,405.60,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6072,10140.05,National Media Bank Entry,217000,Accrued Royalties,0.00,405.60,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6072,10140.05,Corporate Advertising Fee,560001,Advertising-Production Fund,101.40,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6072,10140.05,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,101.40,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6074,5509.15,Royalty Fee,651000,Royalties,358.09,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6074,5509.15,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,358.09,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6074,5509.15,National Media Fee,560000,Advertising-National,220.37,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6074,5509.15,National Media Bank Entry,217000,Accrued Royalties,0.00,220.37,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6074,5509.15,Corporate Advertising Fee,560001,Advertising-Production Fund,55.09,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6074,5509.15,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,55.09,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6076,4085.16,Royalty Fee,651000,Royalties,265.54,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6076,4085.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,265.54,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6076,4085.16,National Media Fee,560000,Advertising-National,163.41,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6076,4085.16,National Media Bank Entry,217000,Accrued Royalties,0.00,163.41,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6076,4085.16,Corporate Advertising Fee,560001,Advertising-Production Fund,40.85,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6076,4085.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,40.85,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6083,7323.47,Royalty Fee,651000,Royalties,476.03,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6083,7323.47,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,476.03,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6083,7323.47,National Media Fee,560000,Advertising-National,292.94,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6083,7323.47,National Media Bank Entry,217000,Accrued Royalties,0.00,292.94,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6083,7323.47,Corporate Advertising Fee,560001,Advertising-Production Fund,73.23,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6083,7323.47,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,73.23,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6088,6330.78,Royalty Fee,651000,Royalties,411.50,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6088,6330.78,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,411.50,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6088,6330.78,National Media Fee,560000,Advertising-National,253.23,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6088,6330.78,National Media Bank Entry,217000,Accrued Royalties,0.00,253.23,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6088,6330.78,Corporate Advertising Fee,560001,Advertising-Production Fund,63.31,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6088,6330.78,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,63.31,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6093,4941.53,Royalty Fee,651000,Royalties,321.20,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6093,4941.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,321.20,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6093,4941.53,National Media Fee,560000,Advertising-National,197.66,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6093,4941.53,National Media Bank Entry,217000,Accrued Royalties,0.00,197.66,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6093,4941.53,Corporate Advertising Fee,560001,Advertising-Production Fund,49.42,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6093,4941.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,49.42,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6094,3928.92,Royalty Fee,651000,Royalties,255.38,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6094,3928.92,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,255.38,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6094,3928.92,National Media Fee,560000,Advertising-National,157.16,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6094,3928.92,National Media Bank Entry,217000,Accrued Royalties,0.00,157.16,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6094,3928.92,Corporate Advertising Fee,560001,Advertising-Production Fund,39.29,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6094,3928.92,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,39.29,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6102,5235.95,Royalty Fee,651000,Royalties,340.34,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,6102,5235.95,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,340.34,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,6102,5235.95,National Media Fee,560000,Advertising-National,209.44,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,6102,5235.95,National Media Bank Entry,217000,Accrued Royalties,0.00,209.44,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,6102,5235.95,Corporate Advertising Fee,560001,Advertising-Production Fund,52.36,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,6102,5235.95,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,52.36,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7024,8903.07,Royalty Fee,651000,Royalties,578.70,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,7024,8903.07,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,578.70,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7024,8903.07,National Media Fee,560000,Advertising-National,356.12,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,7024,8903.07,National Media Bank Entry,217000,Accrued Royalties,0.00,356.12,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,7024,8903.07,Corporate Advertising Fee,560001,Advertising-Production Fund,89.03,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,7024,8903.07,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,89.03,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7032,6607.61,Royalty Fee,651000,Royalties,429.49,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,7032,6607.61,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,429.49,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7032,6607.61,National Media Fee,560000,Advertising-National,264.30,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,7032,6607.61,National Media Bank Entry,217000,Accrued Royalties,0.00,264.30,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,7032,6607.61,Corporate Advertising Fee,560001,Advertising-Production Fund,66.08,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,7032,6607.61,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,66.08,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7039,4517.78,Royalty Fee,651000,Royalties,293.66,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,7039,4517.78,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,293.66,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7039,4517.78,National Media Fee,560000,Advertising-National,180.71,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,7039,4517.78,National Media Bank Entry,217000,Accrued Royalties,0.00,180.71,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,7039,4517.78,Corporate Advertising Fee,560001,Advertising-Production Fund,45.18,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,7039,4517.78,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,45.18,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7049,8402.75,Royalty Fee,651000,Royalties,546.18,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,7049,8402.75,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,546.18,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7049,8402.75,National Media Fee,560000,Advertising-National,336.11,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,7049,8402.75,National Media Bank Entry,217000,Accrued Royalties,0.00,336.11,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,7049,8402.75,Corporate Advertising Fee,560001,Advertising-Production Fund,84.03,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,7049,8402.75,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,84.03,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7066,5051.16,Royalty Fee,651000,Royalties,328.33,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,7066,5051.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,328.33,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,7066,5051.16,National Media Fee,560000,Advertising-National,202.05,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,7066,5051.16,National Media Bank Entry,217000,Accrued Royalties,0.00,202.05,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,7066,5051.16,Corporate Advertising Fee,560001,Advertising-Production Fund,50.51,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,7066,5051.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,50.51,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13026,6160.00,Royalty Fee,651000,Royalties,400.40,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13026,6160.00,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,400.40,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13026,6160.00,National Media Fee,560000,Advertising-National,246.40,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13026,6160.00,National Media Bank Entry,217000,Accrued Royalties,0.00,246.40,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13026,6160.00,Corporate Advertising Fee,560001,Advertising-Production Fund,61.60,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13026,6160.00,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,61.60,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13062,5948.75,Royalty Fee,651000,Royalties,386.67,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13062,5948.75,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,386.67,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13062,5948.75,National Media Fee,560000,Advertising-National,237.95,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13062,5948.75,National Media Bank Entry,217000,Accrued Royalties,0.00,237.95,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13062,5948.75,Corporate Advertising Fee,560001,Advertising-Production Fund,59.49,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13062,5948.75,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,59.49,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13082,4864.43,Royalty Fee,651000,Royalties,316.19,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13082,4864.43,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,316.19,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13082,4864.43,National Media Fee,560000,Advertising-National,194.58,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13082,4864.43,National Media Bank Entry,217000,Accrued Royalties,0.00,194.58,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13082,4864.43,Corporate Advertising Fee,560001,Advertising-Production Fund,48.64,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13082,4864.43,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,48.64,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13106,4013.76,Royalty Fee,651000,Royalties,260.89,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13106,4013.76,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,260.89,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13106,4013.76,National Media Fee,560000,Advertising-National,160.55,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13106,4013.76,National Media Bank Entry,217000,Accrued Royalties,0.00,160.55,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13106,4013.76,Corporate Advertising Fee,560001,Advertising-Production Fund,40.14,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13106,4013.76,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,40.14,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13116,6706.81,Royalty Fee,651000,Royalties,435.94,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13116,6706.81,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,435.94,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13116,6706.81,National Media Fee,560000,Advertising-National,268.27,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13116,6706.81,National Media Bank Entry,217000,Accrued Royalties,0.00,268.27,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13116,6706.81,Corporate Advertising Fee,560001,Advertising-Production Fund,67.07,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13116,6706.81,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,67.07,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13138,4771.96,Royalty Fee,651000,Royalties,310.18,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13138,4771.96,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,310.18,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13138,4771.96,National Media Fee,560000,Advertising-National,190.88,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13138,4771.96,National Media Bank Entry,217000,Accrued Royalties,0.00,190.88,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13138,4771.96,Corporate Advertising Fee,560001,Advertising-Production Fund,47.72,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13138,4771.96,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,47.72,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13148,8741.19,Royalty Fee,651000,Royalties,568.18,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13148,8741.19,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,568.18,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13148,8741.19,National Media Fee,560000,Advertising-National,349.65,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13148,8741.19,National Media Bank Entry,217000,Accrued Royalties,0.00,349.65,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13148,8741.19,Corporate Advertising Fee,560001,Advertising-Production Fund,87.41,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13148,8741.19,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,87.41,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13160,6187.54,Royalty Fee,651000,Royalties,402.19,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13160,6187.54,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,402.19,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13160,6187.54,National Media Fee,560000,Advertising-National,247.50,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,13160,6187.54,National Media Bank Entry,217000,Accrued Royalties,0.00,247.50,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,13160,6187.54,Corporate Advertising Fee,560001,Advertising-Production Fund,61.88,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,13160,6187.54,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,61.88,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13162,7145.35,Royalty Fee,651000,Royalties,464.45,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,13162,7145.35,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,464.45,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,13162,7145.35,National Media Fee,560000,Advertising-National,285.81,0.00,TQSR - National Media Fee,0,
