DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
08/03/2026 - 08/04/2026,4025,5922.32,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,384.95,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4025,5922.32,National Media Fee,560000,Advertising-National,236.89,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4025,5922.32,National Media Bank Entry,217000,Accrued Royalties,0.00,236.89,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4025,5922.32,Corporate Advertising Fee,560001,Advertising-Production Fund,59.22,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4025,5922.32,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,59.22,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4027,8638.22,Royalty Fee,651000,Royalties,561.48,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4027,8638.22,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,561.48,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4027,8638.22,National Media Fee,560000,Advertising-National,345.53,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4027,8638.22,National Media Bank Entry,217000,Accrued Royalties,0.00,345.53,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4027,8638.22,Corporate Advertising Fee,560001,Advertising-Production Fund,86.38,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4027,8638.22,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,86.38,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4034,6721.74,Royalty Fee,651000,Royalties,436.91,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4034,6721.74,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,436.91,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4034,6721.74,National Media Fee,560000,Advertising-National,268.87,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4034,6721.74,National Media Bank Entry,217000,Accrued Royalties,0.00,268.87,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4034,6721.74,Corporate Advertising Fee,560001,Advertising-Production Fund,67.22,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4034,6721.74,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,67.22,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4036,8101.35,Royalty Fee,651000,Royalties,526.59,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4036,8101.35,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,526.59,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4036,8101.35,National Media Fee,560000,Advertising-National,324.05,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4036,8101.35,National Media Bank Entry,217000,Accrued Royalties,0.00,324.05,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4036,8101.35,Corporate Advertising Fee,560001,Advertising-Production Fund,81.01,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4036,8101.35,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,81.01,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4042,9122.51,Royalty Fee,651000,Royalties,592.96,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4042,9122.51,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,592.96,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4042,9122.51,National Media Fee,560000,Advertising-National,364.90,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4042,9122.51,National Media Bank Entry,217000,Accrued Royalties,0.00,364.90,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4042,9122.51,Corporate Advertising Fee,560001,Advertising-Production Fund,91.23,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4042,9122.51,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,91.23,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4052,9375.89,Royalty Fee,651000,Royalties,609.43,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4052,9375.89,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,609.43,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4052,9375.89,National Media Fee,560000,Advertising-National,375.04,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4052,9375.89,National Media Bank Entry,217000,Accrued Royalties,0.00,375.04,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4052,9375.89,Corporate Advertising Fee,560001,Advertising-Production Fund,93.76,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4052,9375.89,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,93.76,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4061,6766.62,Royalty Fee,651000,Royalties,439.83,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4061,6766.62,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,439.83,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4061,6766.62,National Media Fee,560000,Advertising-National,270.66,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4061,6766.62,National Media Bank Entry,217000,Accrued Royalties,0.00,270.66,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4061,6766.62,Corporate Advertising Fee,560001,Advertising-Production Fund,67.67,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4061,6766.62,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,67.67,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4074,5782.71,Royalty Fee,651000,Royalties,375.88,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,4074,5782.71,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,375.88,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,4074,5782.71,National Media Fee,560000,Advertising-National,231.31,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,4074,5782.71,National Media Bank Entry,217000,Accrued Royalties,0.00,231.31,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,4074,5782.71,Corporate Advertising Fee,560001,Advertising-Production Fund,57.83,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,4074,5782.71,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,57.83,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5042,6616.74,Royalty Fee,651000,Royalties,430.09,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5042,6616.74,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,430.09,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5042,6616.74,National Media Fee,560000,Advertising-National,264.67,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5042,6616.74,National Media Bank Entry,217000,Accrued Royalties,0.00,264.67,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5042,6616.74,Corporate Advertising Fee,560001,Advertising-Production Fund,66.17,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5042,6616.74,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,66.17,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5043,10981.85,Royalty Fee,651000,Royalties,713.82,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5043,10981.85,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,713.82,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5043,10981.85,National Media Fee,560000,Advertising-National,439.27,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5043,10981.85,National Media Bank Entry,217000,Accrued Royalties,0.00,439.27,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5043,10981.85,Corporate Advertising Fee,560001,Advertising-Production Fund,109.82,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5043,10981.85,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,109.82,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5049,6201.42,Royalty Fee,651000,Royalties,403.09,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5049,6201.42,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,403.09,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5049,6201.42,National Media Fee,560000,Advertising-National,248.06,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5049,6201.42,National Media Bank Entry,217000,Accrued Royalties,0.00,248.06,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5049,6201.42,Corporate Advertising Fee,560001,Advertising-Production Fund,62.01,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5049,6201.42,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,62.01,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5051,6918.93,Royalty Fee,651000,Royalties,449.73,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5051,6918.93,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,449.73,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5051,6918.93,National Media Fee,560000,Advertising-National,276.76,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5051,6918.93,National Media Bank Entry,217000,Accrued Royalties,0.00,276.76,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5051,6918.93,Corporate Advertising Fee,560001,Advertising-Production Fund,69.19,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5051,6918.93,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,69.19,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5057,7726.70,Royalty Fee,651000,Royalties,502.24,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5057,7726.70,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,502.24,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5057,7726.70,National Media Fee,560000,Advertising-National,309.07,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5057,7726.70,National Media Bank Entry,217000,Accrued Royalties,0.00,309.07,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5057,7726.70,Corporate Advertising Fee,560001,Advertising-Production Fund,77.27,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5057,7726.70,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,77.27,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5059,5560.24,Royalty Fee,651000,Royalties,361.42,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5059,5560.24,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,361.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5059,5560.24,National Media Fee,560000,Advertising-National,222.41,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5059,5560.24,National Media Bank Entry,217000,Accrued Royalties,0.00,222.41,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5059,5560.24,Corporate Advertising Fee,560001,Advertising-Production Fund,55.60,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5059,5560.24,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,55.60,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5062,5607.86,Royalty Fee,651000,Royalties,364.51,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5062,5607.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,364.51,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5062,5607.86,National Media Fee,560000,Advertising-National,224.31,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5062,5607.86,National Media Bank Entry,217000,Accrued Royalties,0.00,224.31,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5062,5607.86,Corporate Advertising Fee,560001,Advertising-Production Fund,56.08,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5062,5607.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,56.08,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5101,5247.55,Royalty Fee,651000,Royalties,341.09,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/04/2026,5101,5247.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,341.09,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5101,5247.55,National Media Fee,560000,Advertising-National,209.90,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/04/2026,5101,5247.55,National Media Bank Entry,217000,Accrued Royalties,0.00,209.90,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/04/2026,5101,5247.55,Corporate Advertising Fee,560001,Advertising-Production Fund,52.48,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/04/2026,5101,5247.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,52.48,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/04/2026,5112,5806.52,Royalty Fee,651000,Royalties,377.42,0.00,TQSR - Royalty Fee,0,
