DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
08/03/2026 - 08/03/2026,4003,4340.92,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,282.16,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4003,4340.92,National Media Fee,560000,Advertising-National,173.64,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4003,4340.92,National Media Bank Entry,217000,Accrued Royalties,0.00,173.64,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4003,4340.92,Corporate Advertising Fee,560001,Advertising-Production Fund,43.41,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4003,4340.92,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,43.41,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4005,3606.09,Royalty Fee,651000,Royalties,234.40,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4005,3606.09,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,234.40,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4005,3606.09,National Media Fee,560000,Advertising-National,144.24,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4005,3606.09,National Media Bank Entry,217000,Accrued Royalties,0.00,144.24,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4005,3606.09,Corporate Advertising Fee,560001,Advertising-Production Fund,36.06,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4005,3606.09,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,36.06,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4008,2695.54,Royalty Fee,651000,Royalties,175.21,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4008,2695.54,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,175.21,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4008,2695.54,National Media Fee,560000,Advertising-National,107.82,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4008,2695.54,National Media Bank Entry,217000,Accrued Royalties,0.00,107.82,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4008,2695.54,Corporate Advertising Fee,560001,Advertising-Production Fund,26.96,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4008,2695.54,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,26.96,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4009,2682.89,Royalty Fee,651000,Royalties,174.39,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4009,2682.89,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,174.39,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4009,2682.89,National Media Fee,560000,Advertising-National,107.32,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4009,2682.89,National Media Bank Entry,217000,Accrued Royalties,0.00,107.32,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4009,2682.89,Corporate Advertising Fee,560001,Advertising-Production Fund,26.83,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4009,2682.89,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,26.83,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4010,2539.79,Royalty Fee,651000,Royalties,165.09,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4010,2539.79,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,165.09,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4010,2539.79,National Media Fee,560000,Advertising-National,101.59,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4010,2539.79,National Media Bank Entry,217000,Accrued Royalties,0.00,101.59,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4010,2539.79,Corporate Advertising Fee,560001,Advertising-Production Fund,25.40,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4010,2539.79,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,25.40,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4015,3167.40,Royalty Fee,651000,Royalties,205.88,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4015,3167.40,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,205.88,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4015,3167.40,National Media Fee,560000,Advertising-National,126.70,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4015,3167.40,National Media Bank Entry,217000,Accrued Royalties,0.00,126.70,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4015,3167.40,Corporate Advertising Fee,560001,Advertising-Production Fund,31.67,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4015,3167.40,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,31.67,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4021,3903.76,Royalty Fee,651000,Royalties,253.74,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4021,3903.76,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,253.74,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4021,3903.76,National Media Fee,560000,Advertising-National,156.15,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4021,3903.76,National Media Bank Entry,217000,Accrued Royalties,0.00,156.15,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4021,3903.76,Corporate Advertising Fee,560001,Advertising-Production Fund,39.04,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4021,3903.76,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,39.04,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4025,3132.11,Royalty Fee,651000,Royalties,203.59,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4025,3132.11,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,203.59,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4025,3132.11,National Media Fee,560000,Advertising-National,125.28,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4025,3132.11,National Media Bank Entry,217000,Accrued Royalties,0.00,125.28,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4025,3132.11,Corporate Advertising Fee,560001,Advertising-Production Fund,31.32,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4025,3132.11,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,31.32,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4027,4780.33,Royalty Fee,651000,Royalties,310.72,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4027,4780.33,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,310.72,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4027,4780.33,National Media Fee,560000,Advertising-National,191.21,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4027,4780.33,National Media Bank Entry,217000,Accrued Royalties,0.00,191.21,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4027,4780.33,Corporate Advertising Fee,560001,Advertising-Production Fund,47.80,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4027,4780.33,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,47.80,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4034,3530.20,Royalty Fee,651000,Royalties,229.46,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4034,3530.20,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,229.46,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4034,3530.20,National Media Fee,560000,Advertising-National,141.21,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4034,3530.20,National Media Bank Entry,217000,Accrued Royalties,0.00,141.21,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4034,3530.20,Corporate Advertising Fee,560001,Advertising-Production Fund,35.30,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4034,3530.20,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,35.30,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4036,3700.25,Royalty Fee,651000,Royalties,240.52,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4036,3700.25,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,240.52,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4036,3700.25,National Media Fee,560000,Advertising-National,148.01,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4036,3700.25,National Media Bank Entry,217000,Accrued Royalties,0.00,148.01,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4036,3700.25,Corporate Advertising Fee,560001,Advertising-Production Fund,37.00,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4036,3700.25,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,37.00,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4042,4401.23,Royalty Fee,651000,Royalties,286.08,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4042,4401.23,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,286.08,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4042,4401.23,National Media Fee,560000,Advertising-National,176.05,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4042,4401.23,National Media Bank Entry,217000,Accrued Royalties,0.00,176.05,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4042,4401.23,Corporate Advertising Fee,560001,Advertising-Production Fund,44.01,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4042,4401.23,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,44.01,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4052,5068.15,Royalty Fee,651000,Royalties,329.43,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4052,5068.15,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,329.43,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4052,5068.15,National Media Fee,560000,Advertising-National,202.73,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4052,5068.15,National Media Bank Entry,217000,Accrued Royalties,0.00,202.73,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4052,5068.15,Corporate Advertising Fee,560001,Advertising-Production Fund,50.68,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4052,5068.15,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,50.68,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4061,3177.86,Royalty Fee,651000,Royalties,206.56,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4061,3177.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,206.56,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4061,3177.86,National Media Fee,560000,Advertising-National,127.11,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4061,3177.86,National Media Bank Entry,217000,Accrued Royalties,0.00,127.11,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4061,3177.86,Corporate Advertising Fee,560001,Advertising-Production Fund,31.78,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4061,3177.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,31.78,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4074,2369.53,Royalty Fee,651000,Royalties,154.02,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,4074,2369.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,154.02,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,4074,2369.53,National Media Fee,560000,Advertising-National,94.78,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,4074,2369.53,National Media Bank Entry,217000,Accrued Royalties,0.00,94.78,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,4074,2369.53,Corporate Advertising Fee,560001,Advertising-Production Fund,23.70,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,4074,2369.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,23.70,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5043,5451.69,Royalty Fee,651000,Royalties,354.36,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5043,5451.69,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,354.36,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5043,5451.69,National Media Fee,560000,Advertising-National,218.07,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5043,5451.69,National Media Bank Entry,217000,Accrued Royalties,0.00,218.07,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5043,5451.69,Corporate Advertising Fee,560001,Advertising-Production Fund,54.52,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5043,5451.69,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,54.52,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5049,3347.73,Royalty Fee,651000,Royalties,217.60,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5049,3347.73,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,217.60,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5049,3347.73,National Media Fee,560000,Advertising-National,133.91,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5049,3347.73,National Media Bank Entry,217000,Accrued Royalties,0.00,133.91,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5049,3347.73,Corporate Advertising Fee,560001,Advertising-Production Fund,33.48,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5049,3347.73,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,33.48,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5051,4080.79,Royalty Fee,651000,Royalties,265.25,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5051,4080.79,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,265.25,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5051,4080.79,National Media Fee,560000,Advertising-National,163.23,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5051,4080.79,National Media Bank Entry,217000,Accrued Royalties,0.00,163.23,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5051,4080.79,Corporate Advertising Fee,560001,Advertising-Production Fund,40.81,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5051,4080.79,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,40.81,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5057,4215.12,Royalty Fee,651000,Royalties,273.98,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5057,4215.12,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,273.98,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5057,4215.12,National Media Fee,560000,Advertising-National,168.60,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5057,4215.12,National Media Bank Entry,217000,Accrued Royalties,0.00,168.60,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5057,4215.12,Corporate Advertising Fee,560001,Advertising-Production Fund,42.15,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5057,4215.12,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,42.15,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5059,3189.32,Royalty Fee,651000,Royalties,207.31,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5059,3189.32,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,207.31,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5059,3189.32,National Media Fee,560000,Advertising-National,127.57,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5059,3189.32,National Media Bank Entry,217000,Accrued Royalties,0.00,127.57,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5059,3189.32,Corporate Advertising Fee,560001,Advertising-Production Fund,31.89,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5059,3189.32,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,31.89,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5062,2853.58,Royalty Fee,651000,Royalties,185.48,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5062,2853.58,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,185.48,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5062,2853.58,National Media Fee,560000,Advertising-National,114.14,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5062,2853.58,National Media Bank Entry,217000,Accrued Royalties,0.00,114.14,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5062,2853.58,Corporate Advertising Fee,560001,Advertising-Production Fund,28.54,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5062,2853.58,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,28.54,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5101,2831.35,Royalty Fee,651000,Royalties,184.04,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5101,2831.35,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,184.04,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5101,2831.35,National Media Fee,560000,Advertising-National,113.25,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5101,2831.35,National Media Bank Entry,217000,Accrued Royalties,0.00,113.25,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5101,2831.35,Corporate Advertising Fee,560001,Advertising-Production Fund,28.31,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5101,2831.35,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,28.31,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5112,2977.98,Royalty Fee,651000,Royalties,193.57,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5112,2977.98,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,193.57,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5112,2977.98,National Media Fee,560000,Advertising-National,119.12,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5112,2977.98,National Media Bank Entry,217000,Accrued Royalties,0.00,119.12,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5112,2977.98,Corporate Advertising Fee,560001,Advertising-Production Fund,29.78,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5112,2977.98,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,29.78,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5127,3663.32,Royalty Fee,651000,Royalties,238.12,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,5127,3663.32,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,238.12,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,5127,3663.32,National Media Fee,560000,Advertising-National,146.53,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,5127,3663.32,National Media Bank Entry,217000,Accrued Royalties,0.00,146.53,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,5127,3663.32,Corporate Advertising Fee,560001,Advertising-Production Fund,36.63,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,5127,3663.32,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,36.63,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,6021,2989.83,Royalty Fee,651000,Royalties,194.34,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/03/2026,6021,2989.83,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,194.34,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/03/2026,6021,2989.83,National Media Fee,560000,Advertising-National,119.59,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/03/2026,6021,2989.83,National Media Bank Entry,217000,Accrued Royalties,0.00,119.59,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/03/2026,6021,2989.83,Corporate Advertising Fee,560001,Advertising-Production Fund,29.90,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/03/2026,6021,2989.83,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,29.90,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/03/2026,6026,3599.33,Royalty Fee,651000,Royalties,233.96,0.00,TQSR - Royalty Fee,0,
