DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
06/29/2026 - 07/15/2026,5112,53811.05,Royalty Fee,651000,Royalties,3497.72,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5112,53811.05,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3497.72,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5112,53811.05,National Media Fee,560000,Advertising-National,2152.44,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5112,53811.05,National Media Bank Entry,217000,Accrued Royalties,0.00,2152.44,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5112,53811.05,Corporate Advertising Fee,560001,Advertising-Production Fund,538.11,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5112,53811.05,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,538.11,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5127,70337.75,Royalty Fee,651000,Royalties,4571.95,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5127,70337.75,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4571.95,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5127,70337.75,National Media Fee,560000,Advertising-National,2813.51,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5127,70337.75,National Media Bank Entry,217000,Accrued Royalties,0.00,2813.51,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5127,70337.75,Corporate Advertising Fee,560001,Advertising-Production Fund,703.38,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5127,70337.75,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,703.38,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6021,64545.07,Royalty Fee,651000,Royalties,4195.43,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6021,64545.07,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4195.43,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6021,64545.07,National Media Fee,560000,Advertising-National,2581.80,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6021,64545.07,National Media Bank Entry,217000,Accrued Royalties,0.00,2581.80,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6021,64545.07,Corporate Advertising Fee,560001,Advertising-Production Fund,645.45,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6021,64545.07,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,645.45,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6026,54200.43,Royalty Fee,651000,Royalties,3523.03,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6026,54200.43,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3523.03,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6026,54200.43,National Media Fee,560000,Advertising-National,2168.02,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6026,54200.43,National Media Bank Entry,217000,Accrued Royalties,0.00,2168.02,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6026,54200.43,Corporate Advertising Fee,560001,Advertising-Production Fund,542.00,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6026,54200.43,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,542.00,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6032,71748.66,Royalty Fee,651000,Royalties,4663.66,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6032,71748.66,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4663.66,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6032,71748.66,National Media Fee,560000,Advertising-National,2869.95,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6032,71748.66,National Media Bank Entry,217000,Accrued Royalties,0.00,2869.95,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6032,71748.66,Corporate Advertising Fee,560001,Advertising-Production Fund,717.49,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6032,71748.66,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,717.49,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6037,65650.29,Royalty Fee,651000,Royalties,4267.27,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6037,65650.29,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4267.27,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6037,65650.29,National Media Fee,560000,Advertising-National,2626.01,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6037,65650.29,National Media Bank Entry,217000,Accrued Royalties,0.00,2626.01,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6037,65650.29,Corporate Advertising Fee,560001,Advertising-Production Fund,656.50,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6037,65650.29,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,656.50,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6039,64950.62,Royalty Fee,651000,Royalties,4221.79,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6039,64950.62,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4221.79,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6039,64950.62,National Media Fee,560000,Advertising-National,2598.02,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6039,64950.62,National Media Bank Entry,217000,Accrued Royalties,0.00,2598.02,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6039,64950.62,Corporate Advertising Fee,560001,Advertising-Production Fund,649.51,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6039,64950.62,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,649.51,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6044,71335.37,Royalty Fee,651000,Royalties,4636.80,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6044,71335.37,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4636.80,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6044,71335.37,National Media Fee,560000,Advertising-National,2853.41,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6044,71335.37,National Media Bank Entry,217000,Accrued Royalties,0.00,2853.41,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6044,71335.37,Corporate Advertising Fee,560001,Advertising-Production Fund,713.35,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6044,71335.37,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,713.35,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6065,57586.03,Royalty Fee,651000,Royalties,3743.09,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6065,57586.03,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3743.09,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6065,57586.03,National Media Fee,560000,Advertising-National,2303.44,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6065,57586.03,National Media Bank Entry,217000,Accrued Royalties,0.00,2303.44,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6065,57586.03,Corporate Advertising Fee,560001,Advertising-Production Fund,575.86,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6065,57586.03,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,575.86,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6067,60593.80,Royalty Fee,651000,Royalties,3938.60,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6067,60593.80,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3938.60,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6067,60593.80,National Media Fee,560000,Advertising-National,2423.75,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6067,60593.80,National Media Bank Entry,217000,Accrued Royalties,0.00,2423.75,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6067,60593.80,Corporate Advertising Fee,560001,Advertising-Production Fund,605.94,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6067,60593.80,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,605.94,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6072,89260.73,Royalty Fee,651000,Royalties,5801.95,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6072,89260.73,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5801.95,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6072,89260.73,National Media Fee,560000,Advertising-National,3570.43,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6072,89260.73,National Media Bank Entry,217000,Accrued Royalties,0.00,3570.43,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6072,89260.73,Corporate Advertising Fee,560001,Advertising-Production Fund,892.61,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6072,89260.73,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,892.61,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6074,52310.05,Royalty Fee,651000,Royalties,3400.15,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6074,52310.05,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3400.15,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6074,52310.05,National Media Fee,560000,Advertising-National,2092.40,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6074,52310.05,National Media Bank Entry,217000,Accrued Royalties,0.00,2092.40,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6074,52310.05,Corporate Advertising Fee,560001,Advertising-Production Fund,523.10,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6074,52310.05,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,523.10,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6076,42604.79,Royalty Fee,651000,Royalties,2769.31,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6076,42604.79,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2769.31,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6076,42604.79,National Media Fee,560000,Advertising-National,1704.19,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6076,42604.79,National Media Bank Entry,217000,Accrued Royalties,0.00,1704.19,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6076,42604.79,Corporate Advertising Fee,560001,Advertising-Production Fund,426.05,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6076,42604.79,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,426.05,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6083,56567.53,Royalty Fee,651000,Royalties,3676.89,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6083,56567.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3676.89,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6083,56567.53,National Media Fee,560000,Advertising-National,2262.70,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6083,56567.53,National Media Bank Entry,217000,Accrued Royalties,0.00,2262.70,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6083,56567.53,Corporate Advertising Fee,560001,Advertising-Production Fund,565.68,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6083,56567.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,565.68,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6088,62474.52,Royalty Fee,651000,Royalties,4060.84,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6088,62474.52,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4060.84,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6088,62474.52,National Media Fee,560000,Advertising-National,2498.98,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6088,62474.52,National Media Bank Entry,217000,Accrued Royalties,0.00,2498.98,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6088,62474.52,Corporate Advertising Fee,560001,Advertising-Production Fund,624.75,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6088,62474.52,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,624.75,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6093,54645.69,Royalty Fee,651000,Royalties,3551.97,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6093,54645.69,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3551.97,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6093,54645.69,National Media Fee,560000,Advertising-National,2185.83,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6093,54645.69,National Media Bank Entry,217000,Accrued Royalties,0.00,2185.83,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6093,54645.69,Corporate Advertising Fee,560001,Advertising-Production Fund,546.46,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6093,54645.69,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,546.46,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6094,38548.90,Royalty Fee,651000,Royalties,2505.68,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6094,38548.90,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2505.68,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6094,38548.90,National Media Fee,560000,Advertising-National,1541.96,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6094,38548.90,National Media Bank Entry,217000,Accrued Royalties,0.00,1541.96,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6094,38548.90,Corporate Advertising Fee,560001,Advertising-Production Fund,385.49,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6094,38548.90,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,385.49,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6102,52366.60,Royalty Fee,651000,Royalties,3403.83,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,6102,52366.60,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3403.83,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,6102,52366.60,National Media Fee,560000,Advertising-National,2094.66,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,6102,52366.60,National Media Bank Entry,217000,Accrued Royalties,0.00,2094.66,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,6102,52366.60,Corporate Advertising Fee,560001,Advertising-Production Fund,523.67,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,6102,52366.60,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,523.67,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7024,73348.68,Royalty Fee,651000,Royalties,4767.66,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,7024,73348.68,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4767.66,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7024,73348.68,National Media Fee,560000,Advertising-National,2933.95,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,7024,73348.68,National Media Bank Entry,217000,Accrued Royalties,0.00,2933.95,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,7024,73348.68,Corporate Advertising Fee,560001,Advertising-Production Fund,733.49,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,7024,73348.68,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,733.49,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7032,59501.62,Royalty Fee,651000,Royalties,3867.61,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,7032,59501.62,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3867.61,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7032,59501.62,National Media Fee,560000,Advertising-National,2380.06,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,7032,59501.62,National Media Bank Entry,217000,Accrued Royalties,0.00,2380.06,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,7032,59501.62,Corporate Advertising Fee,560001,Advertising-Production Fund,595.02,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,7032,59501.62,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,595.02,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7039,50975.93,Royalty Fee,651000,Royalties,3313.44,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,7039,50975.93,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3313.44,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7039,50975.93,National Media Fee,560000,Advertising-National,2039.04,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,7039,50975.93,National Media Bank Entry,217000,Accrued Royalties,0.00,2039.04,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,7039,50975.93,Corporate Advertising Fee,560001,Advertising-Production Fund,509.76,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,7039,50975.93,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,509.76,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7049,93448.49,Royalty Fee,651000,Royalties,6074.15,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,7049,93448.49,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,6074.15,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7049,93448.49,National Media Fee,560000,Advertising-National,3737.94,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,7049,93448.49,National Media Bank Entry,217000,Accrued Royalties,0.00,3737.94,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,7049,93448.49,Corporate Advertising Fee,560001,Advertising-Production Fund,934.48,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,7049,93448.49,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,934.48,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7066,51575.11,Royalty Fee,651000,Royalties,3352.38,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,7066,51575.11,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3352.38,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,7066,51575.11,National Media Fee,560000,Advertising-National,2063.00,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,7066,51575.11,National Media Bank Entry,217000,Accrued Royalties,0.00,2063.00,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,7066,51575.11,Corporate Advertising Fee,560001,Advertising-Production Fund,515.75,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,7066,51575.11,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,515.75,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13026,59225.28,Royalty Fee,651000,Royalties,3849.64,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13026,59225.28,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3849.64,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13026,59225.28,National Media Fee,560000,Advertising-National,2369.01,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13026,59225.28,National Media Bank Entry,217000,Accrued Royalties,0.00,2369.01,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13026,59225.28,Corporate Advertising Fee,560001,Advertising-Production Fund,592.25,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13026,59225.28,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,592.25,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13062,57525.90,Royalty Fee,651000,Royalties,3739.18,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13062,57525.90,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3739.18,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13062,57525.90,National Media Fee,560000,Advertising-National,2301.04,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13062,57525.90,National Media Bank Entry,217000,Accrued Royalties,0.00,2301.04,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13062,57525.90,Corporate Advertising Fee,560001,Advertising-Production Fund,575.26,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13062,57525.90,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,575.26,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13082,42343.45,Royalty Fee,651000,Royalties,2752.32,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13082,42343.45,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2752.32,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13082,42343.45,National Media Fee,560000,Advertising-National,1693.74,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13082,42343.45,National Media Bank Entry,217000,Accrued Royalties,0.00,1693.74,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13082,42343.45,Corporate Advertising Fee,560001,Advertising-Production Fund,423.43,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13082,42343.45,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,423.43,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13106,41578.30,Royalty Fee,651000,Royalties,2702.59,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13106,41578.30,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2702.59,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13106,41578.30,National Media Fee,560000,Advertising-National,1663.13,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13106,41578.30,National Media Bank Entry,217000,Accrued Royalties,0.00,1663.13,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13106,41578.30,Corporate Advertising Fee,560001,Advertising-Production Fund,415.78,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13106,41578.30,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,415.78,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13116,60291.62,Royalty Fee,651000,Royalties,3918.96,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13116,60291.62,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3918.96,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13116,60291.62,National Media Fee,560000,Advertising-National,2411.66,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13116,60291.62,National Media Bank Entry,217000,Accrued Royalties,0.00,2411.66,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13116,60291.62,Corporate Advertising Fee,560001,Advertising-Production Fund,602.92,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13116,60291.62,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,602.92,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13138,43467.36,Royalty Fee,651000,Royalties,2825.38,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13138,43467.36,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2825.38,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13138,43467.36,National Media Fee,560000,Advertising-National,1738.69,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13138,43467.36,National Media Bank Entry,217000,Accrued Royalties,0.00,1738.69,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13138,43467.36,Corporate Advertising Fee,560001,Advertising-Production Fund,434.67,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13138,43467.36,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,434.67,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13148,72491.64,Royalty Fee,651000,Royalties,4711.96,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13148,72491.64,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4711.96,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13148,72491.64,National Media Fee,560000,Advertising-National,2899.67,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13148,72491.64,National Media Bank Entry,217000,Accrued Royalties,0.00,2899.67,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13148,72491.64,Corporate Advertising Fee,560001,Advertising-Production Fund,724.92,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13148,72491.64,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,724.92,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13160,58710.42,Royalty Fee,651000,Royalties,3816.18,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,13160,58710.42,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3816.18,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,13160,58710.42,National Media Fee,560000,Advertising-National,2348.42,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,13160,58710.42,National Media Bank Entry,217000,Accrued Royalties,0.00,2348.42,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,13160,58710.42,Corporate Advertising Fee,560001,Advertising-Production Fund,587.10,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,13160,58710.42,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,587.10,TQSR - Corp Advertising Bank Acct Entry,0,
