DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
06/29/2026 - 07/15/2026,2020,70668.80,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4593.47,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2020,70668.80,National Media Fee,560000,Advertising-National,2826.75,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,2020,70668.80,National Media Bank Entry,217000,Accrued Royalties,0.00,2826.75,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,2020,70668.80,Corporate Advertising Fee,560001,Advertising-Production Fund,706.69,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,2020,70668.80,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,706.69,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2023,72867.54,Royalty Fee,651000,Royalties,4736.39,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,2023,72867.54,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4736.39,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2023,72867.54,National Media Fee,560000,Advertising-National,2914.70,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,2023,72867.54,National Media Bank Entry,217000,Accrued Royalties,0.00,2914.70,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,2023,72867.54,Corporate Advertising Fee,560001,Advertising-Production Fund,728.68,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,2023,72867.54,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,728.68,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2024,58724.88,Royalty Fee,651000,Royalties,3817.12,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,2024,58724.88,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3817.12,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2024,58724.88,National Media Fee,560000,Advertising-National,2349.00,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,2024,58724.88,National Media Bank Entry,217000,Accrued Royalties,0.00,2349.00,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,2024,58724.88,Corporate Advertising Fee,560001,Advertising-Production Fund,587.25,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,2024,58724.88,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,587.25,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2047,67672.39,Royalty Fee,651000,Royalties,4398.71,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,2047,67672.39,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4398.71,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,2047,67672.39,National Media Fee,560000,Advertising-National,2706.90,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,2047,67672.39,National Media Bank Entry,217000,Accrued Royalties,0.00,2706.90,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,2047,67672.39,Corporate Advertising Fee,560001,Advertising-Production Fund,676.72,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,2047,67672.39,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,676.72,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4003,73043.66,Royalty Fee,651000,Royalties,4747.84,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4003,73043.66,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4747.84,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4003,73043.66,National Media Fee,560000,Advertising-National,2921.75,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4003,73043.66,National Media Bank Entry,217000,Accrued Royalties,0.00,2921.75,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4003,73043.66,Corporate Advertising Fee,560001,Advertising-Production Fund,730.44,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4003,73043.66,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,730.44,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4004,67605.24,Royalty Fee,651000,Royalties,4394.34,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4004,67605.24,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4394.34,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4004,67605.24,National Media Fee,560000,Advertising-National,2704.21,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4004,67605.24,National Media Bank Entry,217000,Accrued Royalties,0.00,2704.21,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4004,67605.24,Corporate Advertising Fee,560001,Advertising-Production Fund,676.05,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4004,67605.24,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,676.05,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4005,78884.83,Royalty Fee,651000,Royalties,5127.51,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4005,78884.83,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5127.51,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4005,78884.83,National Media Fee,560000,Advertising-National,3155.39,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4005,78884.83,National Media Bank Entry,217000,Accrued Royalties,0.00,3155.39,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4005,78884.83,Corporate Advertising Fee,560001,Advertising-Production Fund,788.85,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4005,78884.83,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,788.85,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4008,55705.81,Royalty Fee,651000,Royalties,3620.88,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4008,55705.81,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3620.88,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4008,55705.81,National Media Fee,560000,Advertising-National,2228.23,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4008,55705.81,National Media Bank Entry,217000,Accrued Royalties,0.00,2228.23,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4008,55705.81,Corporate Advertising Fee,560001,Advertising-Production Fund,557.06,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4008,55705.81,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,557.06,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4009,47389.30,Royalty Fee,651000,Royalties,3080.30,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4009,47389.30,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3080.30,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4009,47389.30,National Media Fee,560000,Advertising-National,1895.57,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4009,47389.30,National Media Bank Entry,217000,Accrued Royalties,0.00,1895.57,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4009,47389.30,Corporate Advertising Fee,560001,Advertising-Production Fund,473.89,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4009,47389.30,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,473.89,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4010,51721.57,Royalty Fee,651000,Royalties,3361.90,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4010,51721.57,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3361.90,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4010,51721.57,National Media Fee,560000,Advertising-National,2068.86,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4010,51721.57,National Media Bank Entry,217000,Accrued Royalties,0.00,2068.86,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4010,51721.57,Corporate Advertising Fee,560001,Advertising-Production Fund,517.22,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4010,51721.57,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,517.22,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4015,68463.64,Royalty Fee,651000,Royalties,4450.14,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4015,68463.64,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4450.14,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4015,68463.64,National Media Fee,560000,Advertising-National,2738.55,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4015,68463.64,National Media Bank Entry,217000,Accrued Royalties,0.00,2738.55,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4015,68463.64,Corporate Advertising Fee,560001,Advertising-Production Fund,684.64,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4015,68463.64,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,684.64,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4021,60520.85,Royalty Fee,651000,Royalties,3933.86,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4021,60520.85,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3933.86,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4021,60520.85,National Media Fee,560000,Advertising-National,2420.83,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4021,60520.85,National Media Bank Entry,217000,Accrued Royalties,0.00,2420.83,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4021,60520.85,Corporate Advertising Fee,560001,Advertising-Production Fund,605.21,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4021,60520.85,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,605.21,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4025,53590.37,Royalty Fee,651000,Royalties,3483.37,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4025,53590.37,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3483.37,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4025,53590.37,National Media Fee,560000,Advertising-National,2143.61,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4025,53590.37,National Media Bank Entry,217000,Accrued Royalties,0.00,2143.61,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4025,53590.37,Corporate Advertising Fee,560001,Advertising-Production Fund,535.90,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4025,53590.37,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,535.90,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4027,73549.98,Royalty Fee,651000,Royalties,4780.75,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4027,73549.98,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4780.75,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4027,73549.98,National Media Fee,560000,Advertising-National,2942.00,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4027,73549.98,National Media Bank Entry,217000,Accrued Royalties,0.00,2942.00,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4027,73549.98,Corporate Advertising Fee,560001,Advertising-Production Fund,735.50,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4027,73549.98,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,735.50,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4034,64191.41,Royalty Fee,651000,Royalties,4172.44,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4034,64191.41,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4172.44,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4034,64191.41,National Media Fee,560000,Advertising-National,2567.66,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4034,64191.41,National Media Bank Entry,217000,Accrued Royalties,0.00,2567.66,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4034,64191.41,Corporate Advertising Fee,560001,Advertising-Production Fund,641.91,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4034,64191.41,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,641.91,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4036,83230.98,Royalty Fee,651000,Royalties,5410.01,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4036,83230.98,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5410.01,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4036,83230.98,National Media Fee,560000,Advertising-National,3329.24,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4036,83230.98,National Media Bank Entry,217000,Accrued Royalties,0.00,3329.24,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4036,83230.98,Corporate Advertising Fee,560001,Advertising-Production Fund,832.31,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4036,83230.98,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,832.31,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4042,91791.00,Royalty Fee,651000,Royalties,5966.42,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4042,91791.00,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5966.42,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4042,91791.00,National Media Fee,560000,Advertising-National,3671.64,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4042,91791.00,National Media Bank Entry,217000,Accrued Royalties,0.00,3671.64,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4042,91791.00,Corporate Advertising Fee,560001,Advertising-Production Fund,917.91,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4042,91791.00,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,917.91,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4052,84705.60,Royalty Fee,651000,Royalties,5505.86,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4052,84705.60,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5505.86,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4052,84705.60,National Media Fee,560000,Advertising-National,3388.22,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4052,84705.60,National Media Bank Entry,217000,Accrued Royalties,0.00,3388.22,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4052,84705.60,Corporate Advertising Fee,560001,Advertising-Production Fund,847.06,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4052,84705.60,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,847.06,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4061,62667.17,Royalty Fee,651000,Royalties,4073.37,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4061,62667.17,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4073.37,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4061,62667.17,National Media Fee,560000,Advertising-National,2506.69,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4061,62667.17,National Media Bank Entry,217000,Accrued Royalties,0.00,2506.69,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4061,62667.17,Corporate Advertising Fee,560001,Advertising-Production Fund,626.67,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4061,62667.17,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,626.67,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4074,47531.77,Royalty Fee,651000,Royalties,3089.57,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,4074,47531.77,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3089.57,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,4074,47531.77,National Media Fee,560000,Advertising-National,1901.27,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,4074,47531.77,National Media Bank Entry,217000,Accrued Royalties,0.00,1901.27,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,4074,47531.77,Corporate Advertising Fee,560001,Advertising-Production Fund,475.32,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,4074,47531.77,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,475.32,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5042,74790.31,Royalty Fee,651000,Royalties,4861.37,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5042,74790.31,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4861.37,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5042,74790.31,National Media Fee,560000,Advertising-National,2991.61,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5042,74790.31,National Media Bank Entry,217000,Accrued Royalties,0.00,2991.61,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5042,74790.31,Corporate Advertising Fee,560001,Advertising-Production Fund,747.90,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5042,74790.31,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,747.90,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5043,105606.17,Royalty Fee,651000,Royalties,6864.40,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5043,105606.17,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,6864.40,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5043,105606.17,National Media Fee,560000,Advertising-National,4224.25,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5043,105606.17,National Media Bank Entry,217000,Accrued Royalties,0.00,4224.25,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5043,105606.17,Corporate Advertising Fee,560001,Advertising-Production Fund,1056.06,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5043,105606.17,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,1056.06,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5049,53628.49,Royalty Fee,651000,Royalties,3485.85,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5049,53628.49,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3485.85,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5049,53628.49,National Media Fee,560000,Advertising-National,2145.14,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5049,53628.49,National Media Bank Entry,217000,Accrued Royalties,0.00,2145.14,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5049,53628.49,Corporate Advertising Fee,560001,Advertising-Production Fund,536.28,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5049,53628.49,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,536.28,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5051,62572.14,Royalty Fee,651000,Royalties,4067.19,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5051,62572.14,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4067.19,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5051,62572.14,National Media Fee,560000,Advertising-National,2502.89,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5051,62572.14,National Media Bank Entry,217000,Accrued Royalties,0.00,2502.89,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5051,62572.14,Corporate Advertising Fee,560001,Advertising-Production Fund,625.72,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5051,62572.14,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,625.72,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5057,63787.41,Royalty Fee,651000,Royalties,4146.18,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5057,63787.41,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4146.18,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5057,63787.41,National Media Fee,560000,Advertising-National,2551.50,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5057,63787.41,National Media Bank Entry,217000,Accrued Royalties,0.00,2551.50,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5057,63787.41,Corporate Advertising Fee,560001,Advertising-Production Fund,637.87,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5057,63787.41,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,637.87,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5059,57826.68,Royalty Fee,651000,Royalties,3758.73,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5059,57826.68,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3758.73,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5059,57826.68,National Media Fee,560000,Advertising-National,2313.07,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5059,57826.68,National Media Bank Entry,217000,Accrued Royalties,0.00,2313.07,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5059,57826.68,Corporate Advertising Fee,560001,Advertising-Production Fund,578.27,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5059,57826.68,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,578.27,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5062,55607.73,Royalty Fee,651000,Royalties,3614.50,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5062,55607.73,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3614.50,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5062,55607.73,National Media Fee,560000,Advertising-National,2224.31,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5062,55607.73,National Media Bank Entry,217000,Accrued Royalties,0.00,2224.31,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5062,55607.73,Corporate Advertising Fee,560001,Advertising-Production Fund,556.08,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5062,55607.73,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,556.08,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5101,58551.67,Royalty Fee,651000,Royalties,3805.86,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/15/2026,5101,58551.67,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3805.86,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/15/2026,5101,58551.67,National Media Fee,560000,Advertising-National,2342.07,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/15/2026,5101,58551.67,National Media Bank Entry,217000,Accrued Royalties,0.00,2342.07,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/15/2026,5101,58551.67,Corporate Advertising Fee,560001,Advertising-Production Fund,585.52,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/15/2026,5101,58551.67,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,585.52,TQSR - Corp Advertising Bank Acct Entry,0,
