DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
07/13/2026 - 08/02/2026,5101,66940.54,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,669.41,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,5112,64650.92,Royalty Fee,651000,Royalties,4202.31,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,5112,64650.92,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4202.31,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,5112,64650.92,National Media Fee,560000,Advertising-National,2586.04,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,5112,64650.92,National Media Bank Entry,217000,Accrued Royalties,0.00,2586.04,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,5112,64650.92,Corporate Advertising Fee,560001,Advertising-Production Fund,646.51,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,5112,64650.92,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,646.51,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,5127,80621.44,Royalty Fee,651000,Royalties,5240.39,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,5127,80621.44,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5240.39,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,5127,80621.44,National Media Fee,560000,Advertising-National,3224.86,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,5127,80621.44,National Media Bank Entry,217000,Accrued Royalties,0.00,3224.86,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,5127,80621.44,Corporate Advertising Fee,560001,Advertising-Production Fund,806.21,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,5127,80621.44,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,806.21,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6021,77528.28,Royalty Fee,651000,Royalties,5039.34,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6021,77528.28,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5039.34,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6021,77528.28,National Media Fee,560000,Advertising-National,3101.13,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6021,77528.28,National Media Bank Entry,217000,Accrued Royalties,0.00,3101.13,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6021,77528.28,Corporate Advertising Fee,560001,Advertising-Production Fund,775.28,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6021,77528.28,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,775.28,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6026,64942.01,Royalty Fee,651000,Royalties,4221.23,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6026,64942.01,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4221.23,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6026,64942.01,National Media Fee,560000,Advertising-National,2597.68,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6026,64942.01,National Media Bank Entry,217000,Accrued Royalties,0.00,2597.68,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6026,64942.01,Corporate Advertising Fee,560001,Advertising-Production Fund,649.42,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6026,64942.01,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,649.42,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6032,82756.84,Royalty Fee,651000,Royalties,5379.19,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6032,82756.84,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5379.19,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6032,82756.84,National Media Fee,560000,Advertising-National,3310.27,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6032,82756.84,National Media Bank Entry,217000,Accrued Royalties,0.00,3310.27,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6032,82756.84,Corporate Advertising Fee,560001,Advertising-Production Fund,827.57,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6032,82756.84,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,827.57,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6037,81547.34,Royalty Fee,651000,Royalties,5300.58,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6037,81547.34,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5300.58,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6037,81547.34,National Media Fee,560000,Advertising-National,3261.89,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6037,81547.34,National Media Bank Entry,217000,Accrued Royalties,0.00,3261.89,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6037,81547.34,Corporate Advertising Fee,560001,Advertising-Production Fund,815.47,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6037,81547.34,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,815.47,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6039,75503.25,Royalty Fee,651000,Royalties,4907.71,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6039,75503.25,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4907.71,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6039,75503.25,National Media Fee,560000,Advertising-National,3020.13,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6039,75503.25,National Media Bank Entry,217000,Accrued Royalties,0.00,3020.13,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6039,75503.25,Corporate Advertising Fee,560001,Advertising-Production Fund,755.03,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6039,75503.25,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,755.03,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6044,81397.65,Royalty Fee,651000,Royalties,5290.85,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6044,81397.65,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5290.85,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6044,81397.65,National Media Fee,560000,Advertising-National,3255.91,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6044,81397.65,National Media Bank Entry,217000,Accrued Royalties,0.00,3255.91,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6044,81397.65,Corporate Advertising Fee,560001,Advertising-Production Fund,813.98,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6044,81397.65,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,813.98,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6065,70089.99,Royalty Fee,651000,Royalties,4555.85,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6065,70089.99,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4555.85,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6065,70089.99,National Media Fee,560000,Advertising-National,2803.60,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6065,70089.99,National Media Bank Entry,217000,Accrued Royalties,0.00,2803.60,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6065,70089.99,Corporate Advertising Fee,560001,Advertising-Production Fund,700.90,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6065,70089.99,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,700.90,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6067,70843.60,Royalty Fee,651000,Royalties,4604.83,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6067,70843.60,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4604.83,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6067,70843.60,National Media Fee,560000,Advertising-National,2833.74,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6067,70843.60,National Media Bank Entry,217000,Accrued Royalties,0.00,2833.74,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6067,70843.60,Corporate Advertising Fee,560001,Advertising-Production Fund,708.44,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6067,70843.60,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,708.44,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6072,102168.46,Royalty Fee,651000,Royalties,6640.95,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6072,102168.46,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,6640.95,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6072,102168.46,National Media Fee,560000,Advertising-National,4086.74,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6072,102168.46,National Media Bank Entry,217000,Accrued Royalties,0.00,4086.74,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6072,102168.46,Corporate Advertising Fee,560001,Advertising-Production Fund,1021.68,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6072,102168.46,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,1021.68,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6074,62305.38,Royalty Fee,651000,Royalties,4049.85,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6074,62305.38,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4049.85,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6074,62305.38,National Media Fee,560000,Advertising-National,2492.22,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6074,62305.38,National Media Bank Entry,217000,Accrued Royalties,0.00,2492.22,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6074,62305.38,Corporate Advertising Fee,560001,Advertising-Production Fund,623.05,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6074,62305.38,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,623.05,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6076,52069.55,Royalty Fee,651000,Royalties,3384.52,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6076,52069.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3384.52,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6076,52069.55,National Media Fee,560000,Advertising-National,2082.78,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6076,52069.55,National Media Bank Entry,217000,Accrued Royalties,0.00,2082.78,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6076,52069.55,Corporate Advertising Fee,560001,Advertising-Production Fund,520.70,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6076,52069.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,520.70,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6083,67175.37,Royalty Fee,651000,Royalties,4366.40,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6083,67175.37,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4366.40,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6083,67175.37,National Media Fee,560000,Advertising-National,2687.01,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6083,67175.37,National Media Bank Entry,217000,Accrued Royalties,0.00,2687.01,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6083,67175.37,Corporate Advertising Fee,560001,Advertising-Production Fund,671.75,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6083,67175.37,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,671.75,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6088,73079.82,Royalty Fee,651000,Royalties,4750.19,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6088,73079.82,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4750.19,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6088,73079.82,National Media Fee,560000,Advertising-National,2923.19,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6088,73079.82,National Media Bank Entry,217000,Accrued Royalties,0.00,2923.19,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6088,73079.82,Corporate Advertising Fee,560001,Advertising-Production Fund,730.80,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6088,73079.82,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,730.80,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6093,61483.36,Royalty Fee,651000,Royalties,3996.42,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6093,61483.36,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3996.42,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6093,61483.36,National Media Fee,560000,Advertising-National,2459.33,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6093,61483.36,National Media Bank Entry,217000,Accrued Royalties,0.00,2459.33,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6093,61483.36,Corporate Advertising Fee,560001,Advertising-Production Fund,614.83,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6093,61483.36,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,614.83,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6094,43895.70,Royalty Fee,651000,Royalties,2853.22,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6094,43895.70,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2853.22,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6094,43895.70,National Media Fee,560000,Advertising-National,1755.83,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6094,43895.70,National Media Bank Entry,217000,Accrued Royalties,0.00,1755.83,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6094,43895.70,Corporate Advertising Fee,560001,Advertising-Production Fund,438.96,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6094,43895.70,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,438.96,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6102,60911.72,Royalty Fee,651000,Royalties,3959.26,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,6102,60911.72,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3959.26,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,6102,60911.72,National Media Fee,560000,Advertising-National,2436.47,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,6102,60911.72,National Media Bank Entry,217000,Accrued Royalties,0.00,2436.47,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,6102,60911.72,Corporate Advertising Fee,560001,Advertising-Production Fund,609.12,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,6102,60911.72,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,609.12,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7032,74088.98,Royalty Fee,651000,Royalties,4815.78,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,7032,74088.98,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4815.78,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7032,74088.98,National Media Fee,560000,Advertising-National,2963.56,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,7032,74088.98,National Media Bank Entry,217000,Accrued Royalties,0.00,2963.56,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,7032,74088.98,Corporate Advertising Fee,560001,Advertising-Production Fund,740.89,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,7032,74088.98,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,740.89,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7039,58758.50,Royalty Fee,651000,Royalties,3819.30,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,7039,58758.50,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3819.30,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7039,58758.50,National Media Fee,560000,Advertising-National,2350.34,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,7039,58758.50,National Media Bank Entry,217000,Accrued Royalties,0.00,2350.34,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,7039,58758.50,Corporate Advertising Fee,560001,Advertising-Production Fund,587.59,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,7039,58758.50,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,587.59,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7049,110311.32,Royalty Fee,651000,Royalties,7170.24,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,7049,110311.32,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,7170.24,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7049,110311.32,National Media Fee,560000,Advertising-National,4412.45,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,7049,110311.32,National Media Bank Entry,217000,Accrued Royalties,0.00,4412.45,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,7049,110311.32,Corporate Advertising Fee,560001,Advertising-Production Fund,1103.11,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,7049,110311.32,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,1103.11,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7066,61311.19,Royalty Fee,651000,Royalties,3985.23,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,7066,61311.19,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3985.23,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,7066,61311.19,National Media Fee,560000,Advertising-National,2452.45,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,7066,61311.19,National Media Bank Entry,217000,Accrued Royalties,0.00,2452.45,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,7066,61311.19,Corporate Advertising Fee,560001,Advertising-Production Fund,613.11,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,7066,61311.19,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,613.11,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13026,69197.70,Royalty Fee,651000,Royalties,4497.85,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13026,69197.70,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4497.85,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13026,69197.70,National Media Fee,560000,Advertising-National,2767.91,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13026,69197.70,National Media Bank Entry,217000,Accrued Royalties,0.00,2767.91,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13026,69197.70,Corporate Advertising Fee,560001,Advertising-Production Fund,691.98,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13026,69197.70,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,691.98,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13062,65224.51,Royalty Fee,651000,Royalties,4239.59,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13062,65224.51,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4239.59,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13062,65224.51,National Media Fee,560000,Advertising-National,2608.98,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13062,65224.51,National Media Bank Entry,217000,Accrued Royalties,0.00,2608.98,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13062,65224.51,Corporate Advertising Fee,560001,Advertising-Production Fund,652.25,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13062,65224.51,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,652.25,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13082,50956.50,Royalty Fee,651000,Royalties,3312.17,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13082,50956.50,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3312.17,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13082,50956.50,National Media Fee,560000,Advertising-National,2038.26,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13082,50956.50,National Media Bank Entry,217000,Accrued Royalties,0.00,2038.26,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13082,50956.50,Corporate Advertising Fee,560001,Advertising-Production Fund,509.57,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13082,50956.50,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,509.57,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13106,47709.55,Royalty Fee,651000,Royalties,3101.12,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13106,47709.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3101.12,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13106,47709.55,National Media Fee,560000,Advertising-National,1908.38,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13106,47709.55,National Media Bank Entry,217000,Accrued Royalties,0.00,1908.38,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13106,47709.55,Corporate Advertising Fee,560001,Advertising-Production Fund,477.10,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13106,47709.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,477.10,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13116,69483.79,Royalty Fee,651000,Royalties,4516.45,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13116,69483.79,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4516.45,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13116,69483.79,National Media Fee,560000,Advertising-National,2779.35,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13116,69483.79,National Media Bank Entry,217000,Accrued Royalties,0.00,2779.35,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13116,69483.79,Corporate Advertising Fee,560001,Advertising-Production Fund,694.84,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13116,69483.79,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,694.84,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13138,50904.59,Royalty Fee,651000,Royalties,3308.80,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13138,50904.59,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3308.80,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13138,50904.59,National Media Fee,560000,Advertising-National,2036.18,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13138,50904.59,National Media Bank Entry,217000,Accrued Royalties,0.00,2036.18,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13138,50904.59,Corporate Advertising Fee,560001,Advertising-Production Fund,509.05,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13138,50904.59,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,509.05,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13148,89577.61,Royalty Fee,651000,Royalties,5822.54,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13148,89577.61,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5822.54,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13148,89577.61,National Media Fee,560000,Advertising-National,3583.10,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13148,89577.61,National Media Bank Entry,217000,Accrued Royalties,0.00,3583.10,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13148,89577.61,Corporate Advertising Fee,560001,Advertising-Production Fund,895.78,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13148,89577.61,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,895.78,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13160,68737.10,Royalty Fee,651000,Royalties,4467.91,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13160,68737.10,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4467.91,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13160,68737.10,National Media Fee,560000,Advertising-National,2749.48,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13160,68737.10,National Media Bank Entry,217000,Accrued Royalties,0.00,2749.48,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13160,68737.10,Corporate Advertising Fee,560001,Advertising-Production Fund,687.37,0.00,TQSR - Corporate Advertising Fee,0,
07/13/2026 - 08/02/2026,13160,68737.10,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,687.37,TQSR - Corp Advertising Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13162,80376.62,Royalty Fee,651000,Royalties,5224.48,0.00,TQSR - Royalty Fee,0,
07/13/2026 - 08/02/2026,13162,80376.62,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5224.48,TQSR - Royalties Bank Acct Entry,0,
07/13/2026 - 08/02/2026,13162,80376.62,National Media Fee,560000,Advertising-National,3215.06,0.00,TQSR - National Media Fee,0,
07/13/2026 - 08/02/2026,13162,80376.62,National Media Bank Entry,217000,Accrued Royalties,0.00,3215.06,TQSR - National Media Bank Entry,0,
07/13/2026 - 08/02/2026,13162,80376.62,Corporate Advertising Fee,560001,Advertising-Production Fund,803.77,0.00,TQSR - Corporate Advertising Fee,0,
