DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
08/03/2026 - 08/06/2026,4003,18510.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,185.11,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4004,17044.16,Royalty Fee,651000,Royalties,1107.87,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4004,17044.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1107.87,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4004,17044.16,National Media Fee,560000,Advertising-National,681.77,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4004,17044.16,National Media Bank Entry,217000,Accrued Royalties,0.00,681.77,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4004,17044.16,Corporate Advertising Fee,560001,Advertising-Production Fund,170.44,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4004,17044.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,170.44,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4005,17143.91,Royalty Fee,651000,Royalties,1114.35,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4005,17143.91,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1114.35,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4005,17143.91,National Media Fee,560000,Advertising-National,685.76,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4005,17143.91,National Media Bank Entry,217000,Accrued Royalties,0.00,685.76,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4005,17143.91,Corporate Advertising Fee,560001,Advertising-Production Fund,171.44,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4005,17143.91,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,171.44,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4008,12499.00,Royalty Fee,651000,Royalties,812.44,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4008,12499.00,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,812.44,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4008,12499.00,National Media Fee,560000,Advertising-National,499.96,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4008,12499.00,National Media Bank Entry,217000,Accrued Royalties,0.00,499.96,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4008,12499.00,Corporate Advertising Fee,560001,Advertising-Production Fund,124.99,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4008,12499.00,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,124.99,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4009,11462.71,Royalty Fee,651000,Royalties,745.08,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4009,11462.71,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,745.08,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4009,11462.71,National Media Fee,560000,Advertising-National,458.51,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4009,11462.71,National Media Bank Entry,217000,Accrued Royalties,0.00,458.51,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4009,11462.71,Corporate Advertising Fee,560001,Advertising-Production Fund,114.63,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4009,11462.71,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,114.63,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4010,10689.56,Royalty Fee,651000,Royalties,694.82,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4010,10689.56,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,694.82,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4010,10689.56,National Media Fee,560000,Advertising-National,427.58,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4010,10689.56,National Media Bank Entry,217000,Accrued Royalties,0.00,427.58,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4010,10689.56,Corporate Advertising Fee,560001,Advertising-Production Fund,106.90,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4010,10689.56,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,106.90,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4015,12901.02,Royalty Fee,651000,Royalties,838.57,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4015,12901.02,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,838.57,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4015,12901.02,National Media Fee,560000,Advertising-National,516.04,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4015,12901.02,National Media Bank Entry,217000,Accrued Royalties,0.00,516.04,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4015,12901.02,Corporate Advertising Fee,560001,Advertising-Production Fund,129.01,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4015,12901.02,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,129.01,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4021,14464.47,Royalty Fee,651000,Royalties,940.19,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4021,14464.47,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,940.19,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4021,14464.47,National Media Fee,560000,Advertising-National,578.58,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4021,14464.47,National Media Bank Entry,217000,Accrued Royalties,0.00,578.58,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4021,14464.47,Corporate Advertising Fee,560001,Advertising-Production Fund,144.64,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4021,14464.47,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,144.64,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4025,13422.81,Royalty Fee,651000,Royalties,872.48,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4025,13422.81,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,872.48,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4025,13422.81,National Media Fee,560000,Advertising-National,536.91,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4025,13422.81,National Media Bank Entry,217000,Accrued Royalties,0.00,536.91,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4025,13422.81,Corporate Advertising Fee,560001,Advertising-Production Fund,134.23,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4025,13422.81,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,134.23,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4027,17620.66,Royalty Fee,651000,Royalties,1145.34,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4027,17620.66,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1145.34,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4027,17620.66,National Media Fee,560000,Advertising-National,704.83,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4027,17620.66,National Media Bank Entry,217000,Accrued Royalties,0.00,704.83,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4027,17620.66,Corporate Advertising Fee,560001,Advertising-Production Fund,176.21,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4027,17620.66,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,176.21,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4034,14571.86,Royalty Fee,651000,Royalties,947.17,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4034,14571.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,947.17,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4034,14571.86,National Media Fee,560000,Advertising-National,582.87,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4034,14571.86,National Media Bank Entry,217000,Accrued Royalties,0.00,582.87,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4034,14571.86,Corporate Advertising Fee,560001,Advertising-Production Fund,145.72,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4034,14571.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,145.72,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4036,17991.03,Royalty Fee,651000,Royalties,1169.42,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4036,17991.03,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1169.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4036,17991.03,National Media Fee,560000,Advertising-National,719.64,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4036,17991.03,National Media Bank Entry,217000,Accrued Royalties,0.00,719.64,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4036,17991.03,Corporate Advertising Fee,560001,Advertising-Production Fund,179.91,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4036,17991.03,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,179.91,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4042,20666.30,Royalty Fee,651000,Royalties,1343.31,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4042,20666.30,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1343.31,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4042,20666.30,National Media Fee,560000,Advertising-National,826.65,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4042,20666.30,National Media Bank Entry,217000,Accrued Royalties,0.00,826.65,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4042,20666.30,Corporate Advertising Fee,560001,Advertising-Production Fund,206.66,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4042,20666.30,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,206.66,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4052,19652.27,Royalty Fee,651000,Royalties,1277.40,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4052,19652.27,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1277.40,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4052,19652.27,National Media Fee,560000,Advertising-National,786.09,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4052,19652.27,National Media Bank Entry,217000,Accrued Royalties,0.00,786.09,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4052,19652.27,Corporate Advertising Fee,560001,Advertising-Production Fund,196.52,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4052,19652.27,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,196.52,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4061,13750.08,Royalty Fee,651000,Royalties,893.76,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4061,13750.08,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,893.76,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4061,13750.08,National Media Fee,560000,Advertising-National,550.00,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4061,13750.08,National Media Bank Entry,217000,Accrued Royalties,0.00,550.00,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4061,13750.08,Corporate Advertising Fee,560001,Advertising-Production Fund,137.50,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4061,13750.08,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,137.50,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4074,12099.81,Royalty Fee,651000,Royalties,786.49,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,4074,12099.81,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,786.49,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,4074,12099.81,National Media Fee,560000,Advertising-National,483.99,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,4074,12099.81,National Media Bank Entry,217000,Accrued Royalties,0.00,483.99,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,4074,12099.81,Corporate Advertising Fee,560001,Advertising-Production Fund,121.00,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,4074,12099.81,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,121.00,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5042,13530.30,Royalty Fee,651000,Royalties,879.47,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5042,13530.30,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,879.47,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5042,13530.30,National Media Fee,560000,Advertising-National,541.21,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5042,13530.30,National Media Bank Entry,217000,Accrued Royalties,0.00,541.21,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5042,13530.30,Corporate Advertising Fee,560001,Advertising-Production Fund,135.30,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5042,13530.30,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,135.30,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5043,22609.80,Royalty Fee,651000,Royalties,1469.64,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5043,22609.80,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,1469.64,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5043,22609.80,National Media Fee,560000,Advertising-National,904.39,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5043,22609.80,National Media Bank Entry,217000,Accrued Royalties,0.00,904.39,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5043,22609.80,Corporate Advertising Fee,560001,Advertising-Production Fund,226.10,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5043,22609.80,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,226.10,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5049,14037.17,Royalty Fee,651000,Royalties,912.42,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5049,14037.17,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,912.42,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5049,14037.17,National Media Fee,560000,Advertising-National,561.49,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5049,14037.17,National Media Bank Entry,217000,Accrued Royalties,0.00,561.49,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5049,14037.17,Corporate Advertising Fee,560001,Advertising-Production Fund,140.37,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5049,14037.17,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,140.37,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5051,14346.66,Royalty Fee,651000,Royalties,932.53,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5051,14346.66,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,932.53,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5051,14346.66,National Media Fee,560000,Advertising-National,573.87,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5051,14346.66,National Media Bank Entry,217000,Accrued Royalties,0.00,573.87,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5051,14346.66,Corporate Advertising Fee,560001,Advertising-Production Fund,143.47,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5051,14346.66,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,143.47,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5057,15041.45,Royalty Fee,651000,Royalties,977.69,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5057,15041.45,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,977.69,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5057,15041.45,National Media Fee,560000,Advertising-National,601.66,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5057,15041.45,National Media Bank Entry,217000,Accrued Royalties,0.00,601.66,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5057,15041.45,Corporate Advertising Fee,560001,Advertising-Production Fund,150.41,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5057,15041.45,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,150.41,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5059,11283.55,Royalty Fee,651000,Royalties,733.43,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5059,11283.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,733.43,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5059,11283.55,National Media Fee,560000,Advertising-National,451.34,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5059,11283.55,National Media Bank Entry,217000,Accrued Royalties,0.00,451.34,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5059,11283.55,Corporate Advertising Fee,560001,Advertising-Production Fund,112.84,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5059,11283.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,112.84,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5062,10631.13,Royalty Fee,651000,Royalties,691.02,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5062,10631.13,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,691.02,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5062,10631.13,National Media Fee,560000,Advertising-National,425.25,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5062,10631.13,National Media Bank Entry,217000,Accrued Royalties,0.00,425.25,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5062,10631.13,Corporate Advertising Fee,560001,Advertising-Production Fund,106.31,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5062,10631.13,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,106.31,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5101,11410.65,Royalty Fee,651000,Royalties,741.69,0.00,TQSR - Royalty Fee,0,
08/03/2026 - 08/06/2026,5101,11410.65,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,741.69,TQSR - Royalties Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5101,11410.65,National Media Fee,560000,Advertising-National,456.43,0.00,TQSR - National Media Fee,0,
08/03/2026 - 08/06/2026,5101,11410.65,National Media Bank Entry,217000,Accrued Royalties,0.00,456.43,TQSR - National Media Bank Entry,0,
08/03/2026 - 08/06/2026,5101,11410.65,Corporate Advertising Fee,560001,Advertising-Production Fund,114.11,0.00,TQSR - Corporate Advertising Fee,0,
08/03/2026 - 08/06/2026,5101,11410.65,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,114.11,TQSR - Corp Advertising Bank Acct Entry,0,
08/03/2026 - 08/06/2026,5112,11743.12,Royalty Fee,651000,Royalties,763.30,0.00,TQSR - Royalty Fee,0,
